סמל_ישוב,שם_ישוב,שם_ישוב_לועזי,סמל_נפה,שם_נפה,סמל_לשכת_מנא,לשכה,סמל_מועצה_איזורית,שם_מועצה
6800,קרית אתא,QIRYAT ATTA,31,חיפה,27,קריות,0,
9500,קרית ביאליק,QIRYAT BIALIK,31,חיפה,27,קריות,0,
469,קרית עקרון,QIRYAT EQRON,44,רחובות,44,רחובות,0,
2630,קרית גת,QIRYAT GAT,61,אשקלון,61,אשקלון,0,
1034,קרית מלאכי,QIRYAT MAL'AKHI,61,אשקלון,61,אשקלון,0,
8200,קרית מוצקין,QIRYAT MOTZKIN,31,חיפה,27,קריות,0,
3746,קרית נטפים,QIRYAT NETAFIM,73,טול כרם,48,אריאל,72,שומרון
2620,קרית אונו,QIRYAT ONO,52,רמת גן,52,רמת גן,0,
412,קרית שלמה,QIRYAT SHELOMO,41,השרון,41,נתניה,19,חוף השרון
2800,קרית שמונה,QIRYAT SHEMONA,21,צפת,21,צפת,0,
2300,קרית טבעון,QIRYAT TIV'ON,31,חיפה,31,חיפה,0,
9600,קרית ים,QIRYAT YAM,31,חיפה,27,קריות,0,
1137,קרית יערים,QIRYAT YE'ARIM,11,ירושלים,13,בית שמש,0,
2039,קרית יערים(מוסד),QIRYAT YE'ARIM(INSTI,11,ירושלים,13,בית שמש,26,מטה יהודה
766,קוממיות,QOMEMIYYUT,61,אשקלון,61,אשקלון,34,שפיר
1179,קורנית,QORANIT,24,עכו,20,כרמיאל,56,משגב
964,קודייראת א-צאנע(שבט),QUDEIRAT AS-SANI,62,באר שבע,62,באר שבע,0,
8700,רעננה,RA'ANANA,42,פתח תקווה,47,כפר סבא,0,
1161,רהט,RAHAT,62,באר שבע,62,באר שבע,0,
1069,רם-און,RAM-ON,23,עפולה,23,עפולה,8,הגלבוע
135,רמת דוד,RAMAT DAWID,23,עפולה,23,עפולה,9,עמק יזרעאל
8600,רמת גן,RAMAT GAN,52,רמת גן,52,רמת גן,0,
184,רמת הכובש,RAMAT HAKOVESH,42,פתח תקווה,47,כפר סבא,20,דרום השרון
2650,רמת השרון,RAMAT HASHARON,51,תל אביב,57,הרצליה,0,
335,רמת השופט,RAMAT HASHOFET,23,עפולה,23,עפולה,13,מגידו
4701,רמת מגשימים,RAMAT MAGSHIMIM,29,גולן,22,טבריה,71,גולן
127,רמת רחל,RAMAT RAHEL,11,ירושלים,11,ירושלים,26,מטה יהודה
460,רמת רזיאל,RAMAT RAZI'EL,11,ירושלים,13,בית שמש,26,מטה יהודה
122,רמת ישי,RAMAT YISHAY,23,עפולה,23,עפולה,0,
178,רמת יוחנן,RAMAT YOHANAN,31,חיפה,27,קריות,12,זבולון
339,רמת צבי,RAMAT ZEVI,23,עפולה,23,עפולה,8,הגלבוע
543,ראמה,RAME,24,עכו,20,כרמיאל,0,
8500,רמלה,RAMLA,43,רמלה,43,רמלה,0,
4702,רמות,RAMOT,29,גולן,22,טבריה,71,גולן
206,רמות השבים,RAMOT HASHAVIM,42,פתח תקווה,47,כפר סבא,20,דרום השרון
735,רמות מאיר,RAMOT ME'IR,43,רמלה,43,רמלה,30,גזר
445,רמות מנשה,RAMOT MENASHE,23,עפולה,23,עפולה,13,מגידו
372,רמות נפתלי,RAMOT NAFTALI,21,צפת,21,צפת,55,מבואות החרמון
789,רנן,RANNEN,62,באר שבע,62,באר שבע,42,מרחבים
1228,רקפת,RAQEFET,24,עכו,20,כרמיאל,56,משגב
990,ראס עלי,RAS ALI,31,חיפה,31,חיפה,12,זבולון
1225,רביד,RAVID,22,כנרת,22,טבריה,6,עמק הירדן
713,רעים,RE'IM,62,באר שבע,62,באר שבע,38,אשכול
444,רגבים,REGAVIM,32,חדרה,32,חדרה,14,מנשה
390,רגבה,REGBA,24,עכו,24,עכו,4,מטה אשר
3568,ריחן,REHAN,71,ג'נין,32,חדרה,72,שומרון
854,רחוב,REHOV,23,עפולה,23,עפולה,7,עמק המעיינות
8400,רחובות,REHOVOT,44,רחובות,44,רחובות,0,
540,ריחאניה,REIHANIYYE,21,צפת,21,צפת,2,מרום הגליל
542,ריינה,REINE,25,נצרת,25,נוף הגליל,0,
922,רכסים,REKHASIM,31,חיפה,27,קריות,0,
437,רשפים,RESHAFIM,23,עפולה,23,עפולה,7,עמק המעיינות
1260,רתמים,RETAMIM,62,באר שבע,62,באר שבע,48,רמת נגב
564,רבדים,REVADIM,61,אשקלון,61,אשקלון,35,יואב
3795,רבבה,REVAVA,72,שכם,48,אריאל,72,שומרון
354,רביבים,REVIVIM,62,באר שבע,62,באר שבע,48,רמת נגב
2051,רווחה,REWAHA,61,אשקלון,61,אשקלון,34,שפיר
2016,רוויה,REWAYA,23,עפולה,23,עפולה,7,עמק המעיינות
3565,רימונים,RIMMONIM,74,ראמאללה,11,ירושלים,73,מטה בנימין
616,רינתיה,RINNATYA,42,פתח תקווה,42,פתח תקוה,25,חבל מודיעין
8300,ראשון לציון,RISHON LEZIYYON,44,רחובות,46,ראשון לציון,0,
247,רשפון,RISHPON,41,השרון,41,נתניה,19,חוף השרון
3619,רועי,RO'I,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
2640,ראש העין,ROSH HAAYIN,42,פתח תקווה,349,ראש העין,0,
26,ראש פינה,ROSH PINNA,21,צפת,21,צפת,0,
3602,ראש צורים,ROSH ZURIM,76,בית לחם,11,ירושלים,76,גוש עציון
3782,רותם,ROTEM,75,ירדן )יריחו(,11,ירושלים,75,ערבות הירדן
362,רוחמה,RUHAMA,61,אשקלון,61,אשקלון,37,שער הנגב
997,רומת הייב,RUMAT HEIB,25,נצרת,25,נוף הגליל,65,אל-בטוף
539,רומאנה,RUMMANE,25,נצרת,25,נוף הגליל,65,אל-בטוף
419,סעד,SA'AD,62,באר שבע,62,באר שבע,39,שדות נגב
454,סער,SA'AR,24,עכו,24,עכו,4,מטה אשר
525,סאג'ור,SAJUR,24,עכו,20,כרמיאל,0,
7500,סח'נין,SAKHNIN,24,עכו,24,עכו,0,
3567,סלעית,SAL'IT,73,טול כרם,42,פתח תקוה,72,שומרון
1245,סלמה,SALLAMA,24,עכו,20,כרמיאל,56,משגב
1156,סמר,SAMAR,62,באר שבע,63,אילת,53,חבל אילות
636,צנדלה,SANDALA,23,עפולה,23,עפולה,8,הגלבוע
1176,ספיר,SAPPIR,62,באר שבע,63,אילת,54,הערבה התיכונה
126,שריד,SARID,23,עפולה,23,עפולה,9,עמק יזרעאל
578,סאסא,SASA,21,צפת,21,צפת,1,הגליל העליון
587,סביון,SAVYON,42,פתח תקווה,42,פתח תקוה,0,
989,סואעד (כמאנה) (שבט),SAWA'ID (KAMANE),24,עכו,20,כרמיאל,0,
942,סואעד (חמרייה),SAWA'ID(HAMRIYYE),24,עכו,24,עכו,9,עמק יזרעאל
1170,סייד (שבט),SAYYID,62,באר שבע,62,באר שבע,0,
1223,שדי אברהם,SEDE AVRAHAM,62,באר שבע,62,באר שבע,38,אשכול
885,שדה בוקר,SEDE BOQER,62,באר שבע,62,באר שבע,48,רמת נגב
36,שדה דוד,SEDE DAWID,61,אשקלון,61,אשקלון,50,לכיש
861,שדה אליעזר,SEDE ELI'EZER,21,צפת,21,צפת,55,מבואות החרמון
304,שדה אליהו,SEDE ELIYYAHU,23,עפולה,23,עפולה,7,עמק המעיינות
2015,שדי חמד,SEDE HEMED,42,פתח תקווה,47,כפר סבא,20,דרום השרון
721,שדה אילן,SEDE ILAN,22,כנרת,22,טבריה,3,הגליל התחתון
18,שדה משה,SEDE MOSHE,61,אשקלון,61,אשקלון,50,לכיש
259,שדה נחום,SEDE NAHUM,23,עפולה,23,עפולה,7,עמק המעיינות
329,שדה נחמיה,SEDE NEHEMYA,21,צפת,21,צפת,1,הגליל העליון
1058,שדה ניצן,SEDE NIZZAN,62,באר שבע,62,באר שבע,38,אשכול
2057,שדי תרומות,SEDE TERUMOT,23,עפולה,23,עפולה,7,עמק המעיינות
739,שדה עוזיהו,SEDE UZZIYYAHU,61,אשקלון,61,אשקלון,33,באר טוביה
284,שדה ורבורג,SEDE WARBURG,42,פתח תקווה,47,כפר סבא,20,דרום השרון
142,שדה יעקב,SEDE YA'AQOV,23,עפולה,23,עפולה,9,עמק יזרעאל
2008,שדה יצחק,SEDE YIZHAQ,32,חדרה,32,חדרה,14,מנשה
293,שדה יואב,SEDE YO'AV,61,אשקלון,61,אשקלון,35,יואב
2049,שדה צבי,SEDE ZEVI,62,באר שבע,62,באר שבע,42,מרחבים
1031,שדרות,SEDEROT,61,אשקלון,61,אשקלון,0,
27,שדות מיכה,SEDOT MIKHA,11,ירושלים,13,בית שמש,26,מטה יהודה
327,שדות ים,SEDOT YAM,32,חדרה,32,חדרה,15,חוף הכרמל
1286,שגב-שלום,SEGEV-SHALOM,62,באר שבע,62,באר שבע,0,
2046,סגולה,SEGULA,61,אשקלון,61,אשקלון,35,יואב
1132,שניר,SENIR,21,צפת,21,צפת,1,הגליל העליון
538,שעב,SHA'AB,24,עכו,24,עכו,0,
4009,שעל,SHA'AL,29,גולן,22,טבריה,71,גולן
856,שעלבים,SHA'ALVIM,43,רמלה,43,רמלה,30,גזר
661,שער אפרים,SHA'AR EFRAYIM,41,השרון,41,נתניה,18,לב השרון
237,שער העמקים,SHA'AR HAAMAQIM,31,חיפה,31,חיפה,12,זבולון
264,שער הגולן,SHA'AR HAGOLAN,22,כנרת,22,טבריה,6,עמק הירדן
921,שער מנשה,SHA'AR MENASHE,32,חדרה,32,חדרה,14,מנשה
3720,שערי תקווה,SHA'ARE TIQWA,73,טול כרם,349,ראש העין,72,שומרון
306,שדמות דבורה,SHADMOT DEVORA,22,כנרת,22,טבריה,3,הגליל התחתון
3578,שדמות מחולה,SHADMOT MEHOLA,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
692,שפיר,SHAFIR,61,אשקלון,61,אשקלון,34,שפיר
7,שחר,SHAHAR,61,אשקלון,61,אשקלון,50,לכיש
1266,שחרות,SHAHARUT,62,באר שבע,63,אילת,53,חבל אילות
1373,שלווה במדבר,SHALVA BAMIDBAR,62,באר שבע,62,באר שבע,48,רמת נגב
873,שלווה,SHALWA,61,אשקלון,61,אשקלון,34,שפיר
432,שמרת,SHAMERAT,24,עכו,24,עכו,4,מטה אשר
366,שמיר,SHAMIR,21,צפת,21,צפת,1,הגליל העליון
1287,שני,SHANI,62,באר שבע,62,באר שבע,78,הר חברון
3649,שקד,SHAQED,71,ג'נין,32,חדרה,72,שומרון
292,שרונה,SHARONA,22,כנרת,22,טבריה,3,הגליל התחתון
398,שרשרת,SHARSHERET,62,באר שבע,62,באר שבע,39,שדות נגב
3571,שבי שומרון,SHAVE SHOMERON,72,שכם,41,נתניה,72,שומרון
282,שבי ציון,SHAVE ZIYYON,24,עכו,24,עכו,4,מטה אשר
324,שאר ישוב,SHE'AR YASHUV,21,צפת,21,צפת,55,מבואות החרמון
555,שדמה,SHEDEMA,44,רחובות,44,רחובות,32,גדרות
8800,שפרעם,SHEFAR'AM,24,עכו,25,נוף הגליל,0,
232,שפיים,SHEFAYIM,41,השרון,41,נתניה,19,חוף השרון
846,שפר,SHEFER,21,צפת,21,צפת,2,מרום הגליל
658,שייח' דנון,SHEIKH DANNUN,24,עכו,24,עכו,4,מטה אשר
1160,שכניה,SHEKHANYA,24,עכו,20,כרמיאל,56,משגב
812,שלומי,SHELOMI,24,עכו,24,עכו,0,
439,שלוחות,SHELUHOT,23,עפולה,23,עפולה,7,עמק המעיינות
1233,שקף,SHEQEF,61,אשקלון,61,אשקלון,50,לכיש
1045,שתולה,SHETULA,24,עכו,24,עכו,52,מעלה יוסף
763,שתולים,SHETULIM,61,אשקלון,61,אשקלון,33,באר טוביה
527,שזור,SHEZOR,24,עכו,21,צפת,2,מרום הגליל
865,שיבולים,SHIBBOLIM,62,באר שבע,62,באר שבע,39,שדות נגב
913,שבלי - אום אל-גנם,SHIBLI,23,עפולה,23,עפולה,0,
1165,שילת,SHILAT,43,רמלה,43,רמלה,25,חבל מודיעין
3641,שילה,SHILO,74,ראמאללה,11,ירושלים,73,מטה בנימין
3784,שמעה,SHIM'A,77,חברון,11,ירושלים,78,הר חברון
1197,נאות סמדר,SHIZZAFON,62,באר שבע,63,אילת,53,חבל אילות
741,שואבה,SHO'EVA,11,ירושלים,13,בית שמש,26,מטה יהודה
1304,שוהם,SHOHAM,43,רמלה,43,רמלה,0,
614,שומרה,SHOMERA,24,עכו,24,עכו,52,מעלה יוסף
1265,שומריה,SHOMERIYYA,62,באר שבע,62,באר שבע,41,בני שמעון
415,שוקדה,SHOQEDA,62,באר שבע,62,באר שבע,39,שדות נגב
1235,שורשים,SHORASHIM,24,עכו,20,כרמיאל,56,משגב
456,שורש,SHORESH,11,ירושלים,13,בית שמש,26,מטה יהודה
224,שושנת העמקים,SHOSHANNAT HAAMAQIM,41,השרון,41,נתניה,16,עמק חפר
1102,צוקי ים,SHOSHANNAT HAAMAQIM(,41,השרון,41,נתניה,16,עמק חפר
394,שובל,SHOVAL,62,באר שבע,62,באר שבע,41,בני שמעון
761,שובה,SHUVA,62,באר שבע,62,באר שבע,39,שדות נגב
610,סתריה,SITRIYYA,43,רמלה,43,רמלה,30,גזר
1238,סופה,SUFA,62,באר שבע,62,באר שבע,38,אשכול
526,סולם,SULAM,23,עפולה,23,עפולה,66,בוסתאן אל-מרג'
3756,סוסיה,SUSEYA,77,חברון,11,ירושלים,78,הר חברון
752,תעוז,TA'OZ,11,ירושלים,13,בית שמש,26,מטה יהודה
462,טל שחר,TAL SHAHAR,11,ירושלים,13,בית שמש,26,מטה יהודה
1181,טל-אל,TAL-EL,24,עכו,20,כרמיאל,56,משגב
2050,"תלמי ביל""ו",TALME BILU,62,באר שבע,62,באר שבע,42,מרחבים
2003,תלמי אלעזר,TALME EL'AZAR,32,חדרה,32,חדרה,14,מנשה
1051,תלמי אליהו,TALME ELIYYAHU,62,באר שבע,62,באר שבע,38,אשכול
744,תלמי יפה,TALME YAFE,61,אשקלון,61,אשקלון,36,חוף אשקלון
727,תלמי יחיאל,TALME YEHI'EL,61,אשקלון,61,אשקלון,33,באר טוביה
1237,תלמי יוסף,TALME YOSEF,62,באר שבע,62,באר שבע,38,אשכול
3788,טלמון,TALMON,74,ראמאללה,11,ירושלים,73,מטה בנימין
8900,טמרה,TAMRA,24,עכו,24,עכו,0,
547,טמרה (יזרעאל),TAMRA (YIZRE'EL),23,עפולה,23,עפולה,8,הגלבוע
970,תראבין א-צאנע (שבט),TARABIN AS-SANI,62,באר שבע,62,באר שבע,0,
778,תרום,TARUM,11,ירושלים,13,בית שמש,26,מטה יהודה
2730,טייבה,TAYIBE,41,השרון,41,נתניה,0,
497,טייבה (בעמק),TAYIBE(BAEMEQ),23,עפולה,23,עפולה,8,הגלבוע
2062,תאשור,TE'ASHUR,62,באר שבע,62,באר שבע,41,בני שמעון
1214,טפחות,TEFAHOT,22,כנרת,22,טבריה,2,מרום הגליל
103,תל עדשים,TEL ADASHIM,23,עפולה,23,עפולה,9,עמק יזרעאל
5000,תל אביב - יפו,TEL AVIV - YAFO,51,תל אביב,51,"ת""א - מרכז",0,
154,תל מונד,TEL MOND,41,השרון,41,נתניה,0,
719,תל קציר,TEL QAZIR,22,כנרת,22,טבריה,6,עמק הירדן
1054,תל שבע,TEL SHEVA,62,באר שבע,62,באר שבע,0,
1283,תל תאומים,TEL TE'OMIM,23,עפולה,23,עפולה,7,עמק המעיינות
287,תל יצחק,TEL YIZHAQ,41,השרון,41,נתניה,19,חוף השרון
84,תל יוסף,TEL YOSEF,23,עפולה,23,עפולה,8,הגלבוע
1177,טללים,TELALIM,62,באר שבע,62,באר שבע,48,רמת נגב
814,תלמים,TELAMIM,61,אשקלון,61,אשקלון,50,לכיש
3719,תלם,TELEM,77,חברון,11,ירושלים,78,הר חברון
3743,טנא,TENE,77,חברון,62,באר שבע,78,הר חברון
2002,תנובות,TENUVOT,41,השרון,41,נתניה,18,לב השרון
3563,תקוע,TEQOA,76,בית לחם,11,ירושלים,76,גוש עציון
665,תקומה,TEQUMA,62,באר שבע,62,באר שבע,39,שדות נגב
6700,טבריה,TIBERIAS,22,כנרת,22,טבריה,0,
2061,תדהר,TIDHAR,62,באר שבע,62,באר שבע,41,בני שמעון
709,תפרח,TIFRAH,62,באר שבע,62,באר שבע,42,מרחבים
163,תימורים,TIMMORIM,61,אשקלון,61,אשקלון,33,באר טוביה
1244,תמרת,TIMRAT,23,עפולה,23,עפולה,9,עמק יזרעאל
2100,טירת כרמל,TIRAT KARMEL,31,חיפה,31,חיפה,0,
663,טירת יהודה,TIRAT YEHUDA,42,פתח תקווה,42,פתח תקוה,25,חבל מודיעין
268,טירת צבי,TIRAT ZEVI,23,עפולה,23,עפולה,7,עמק המעיינות
2720,טירה,TIRE,41,השרון,41,נתניה,0,
10,תירוש,TIROSH,11,ירושלים,13,בית שמש,26,מטה יהודה
3558,תומר,TOMER,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
962,טובא-זנגריה,TUBA-ZANGARIYYE,21,צפת,21,צפת,0,
498,טורעאן,TUR'AN,25,נצרת,25,נוף הגליל,0,
1083,תושיה,TUSHIYYA,62,באר שבע,62,באר שבע,39,שדות נגב
1172,תובל,TUVAL,24,עכו,20,כרמיאל,56,משגב
446,אודים,UDIM,41,השרון,41,נתניה,19,חוף השרון
2710,אום אל-פחם,UMM AL-FAHM,32,חדרה,23,עפולה,0,
2024,אום אל-קוטוף,UMM AL-QUTUF,32,חדרה,32,חדרה,14,מנשה
957,עוקבי (בנו עוקבה),UQBI (BANU UQBA),62,באר שבע,62,באר שבע,0,
403,אורים,URIM,62,באר שבע,62,באר שבע,38,אשכול
278,אושה,USHA,31,חיפה,27,קריות,12,זבולון
826,עוזה,UZA,61,אשקלון,61,אשקלון,34,שפיר
528,עוזייר,UZEIR,25,נצרת,25,נוף הגליל,65,אל-בטוף
1133,ורדון,WARDON,61,אשקלון,61,אשקלון,35,יואב
3639,ורד יריחו,WERED YERIHO,75,ירדן )יריחו(,11,ירושלים,74,מגילות ים המלח
1138,יעד,YA'AD,24,עכו,20,כרמיאל,56,משגב
795,יערה,YA'ARA,24,עכו,24,עכו,52,מעלה יוסף
1117,יעל,YA'EL,23,עפולה,23,עפולה,8,הגלבוע
577,יד בנימין,YAD BINYAMIN,44,רחובות,44,רחובות,31,נחל שורק
758,יד חנה,YAD HANNA,41,השרון,41,נתניה,16,עמק חפר
1134,יד השמונה,YAD HASHEMONA,11,ירושלים,11,ירושלים,26,מטה יהודה
358,יד מרדכי,YAD MORDEKHAY,61,אשקלון,61,אשקלון,36,חוף אשקלון
775,יד נתן,YAD NATAN,61,אשקלון,61,אשקלון,50,לכיש
64,"יד רמב""ם",YAD RAMBAM,43,רמלה,43,רמלה,30,גזר
499,יפיע,YAFI,25,נצרת,25,נוף הגליל,0,
3566,יפית,YAFIT,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
798,יגל,YAGEL,43,רמלה,43,רמלה,40,שדות דן
96,יגור,YAGUR,31,חיפה,31,חיפה,12,זבולון
1158,יהל,YAHEL,62,באר שבע,63,אילת,53,חבל אילות
811,יכיני,YAKHINI,61,אשקלון,61,אשקלון,37,שער הנגב
1295,יאנוח-ג'ת,YANUH-JAT,24,עכו,24,עכו,0,
753,ינוב,YANUV,41,השרון,41,נתניה,18,לב השרון
3647,יקיר,YAQIR,73,טול כרם,48,אריאל,72,שומרון
417,יקום,YAQUM,41,השרון,41,נתניה,19,חוף השרון
2026,ירדנה,YARDENA,23,עפולה,23,עפולה,7,עמק המעיינות
718,ירחיב,YARHIV,42,פתח תקווה,47,כפר סבא,20,דרום השרון
183,ירקונה,YARQONA,42,פתח תקווה,47,כפר סבא,20,דרום השרון
575,יסעור,YAS'UR,24,עכו,24,עכו,4,מטה אשר
828,ישרש,YASHRESH,43,רמלה,43,רמלה,30,גזר
1227,יתד,YATED,62,באר שבע,62,באר שבע,38,אשכול
2660,יבנה,YAVNE,44,רחובות,44,רחובות,0,
46,יבנאל,YAVNE'EL,22,כנרת,22,טבריה,0,
759,יציץ,YAZIZ,43,רמלה,43,רמלה,30,גזר
1044,יעף,YE'AF,41,השרון,41,נתניה,18,לב השרון
1144,ידידה,YEDIDA,11,ירושלים,11,ירושלים,26,מטה יהודה
233,כפר ידידיה,YEDIDYA,41,השרון,41,נתניה,16,עמק חפר
409,יחיעם,YEHI'AM,24,עכו,24,עכו,4,מטה אשר
9400,יהוד-מונוסון,YEHUD-MONOSON,42,פתח תקווה,42,פתח תקוה,0,
831,ירוחם,YEROHAM,62,באר שבע,62,באר שבע,0,
916,ישע,YESHA,62,באר שבע,62,באר שבע,38,אשכול
440,יסודות,YESODOT,44,רחובות,44,רחובות,31,נחל שורק
29,יסוד המעלה,YESUD HAMA'ALA,21,צפת,21,צפת,0,
1232,יבול,YEVUL,62,באר שבע,62,באר שבע,38,אשכול
134,יפעת,YIF'AT,23,עפולה,23,עפולה,9,עמק יזרעאל
453,יפתח,YIFTAH,21,צפת,21,צפת,1,הגליל העליון
2011,ינון,YINNON,61,אשקלון,61,אשקלון,33,באר טוביה
623,יראון,YIR'ON,21,צפת,21,צפת,1,הגליל העליון
502,ירכא,YIRKA,24,עכו,24,עכו,0,
805,ישעי,YISH'I,11,ירושלים,13,בית שמש,26,מטה יהודה
3607,"ייט""ב",YITAV,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
3749,יצהר,YIZHAR,72,שכם,48,אריאל,72,שומרון
452,יזרעאל,YIZRE'EL,23,עפולה,23,עפולה,8,הגלבוע
1112,יודפת,YODEFAT,24,עכו,20,כרמיאל,56,משגב
4007,יונתן,YONATAN,29,גולן,22,טבריה,71,גולן
240,יקנעם עילית,YOQNE'AM ILLIT,23,עפולה,23,עפולה,0,
241,יקנעם (מושבה),YOQNE'AM(MOSHAVA),23,עפולה,23,עפולה,13,מגידו
803,יושיביה,YOSHIVYA,62,באר שבע,62,באר שבע,39,שדות נגב
866,יטבתה,YOTVATA,62,באר שבע,63,אילת,53,חבל אילות
2009,יובל,YUVAL,21,צפת,21,צפת,55,מבואות החרמון
1226,יובלים,YUVALIM,24,עכו,20,כרמיאל,56,משגב
2742,זבארגה (שבט),ZABARGA,62,באר שבע,62,באר שבע,0,
1079,צפרירים,ZAFRIRIM,11,ירושלים,13,בית שמש,26,מטה יהודה
594,צפריה,ZAFRIYYA,43,רמלה,43,רמלה,40,שדות דן
816,זנוח,ZANOAH,11,ירושלים,13,בית שמש,26,מטה יהודה
975,זרזיר,ZARZIR,23,עפולה,23,עפולה,0,
815,זבדיאל,ZAVDI'EL,61,אשקלון,61,אשקלון,34,שפיר
413,צאלים,ZE'ELIM,62,באר שבע,62,באר שבע,38,אשכול
8000,צפת,ZEFAT,21,צפת,21,צפת,0,
799,זכריה,ZEKHARYA,11,ירושלים,13,בית שמש,26,מטה יהודה
796,צלפון,ZELAFON,11,ירושלים,13,בית שמש,26,מטה יהודה
1290,זמר,ZEMER,41,השרון,41,נתניה,0,
818,זרחיה,ZERAHYA,61,אשקלון,61,אשקלון,34,שפיר
2064,זרועה,ZERU'A,62,באר שבע,62,באר שבע,39,שדות נגב
612,צרופה,ZERUFA,32,חדרה,32,חדרה,15,חוף הכרמל
788,זיתן,ZETAN,43,רמלה,43,רמלה,40,שדות דן
9300,זכרון יעקב,ZIKHRON YA'AQOV,32,חדרה,32,חדרה,0,
1065,זמרת,ZIMRAT,62,באר שבע,62,באר שבע,39,שדות נגב
613,ציפורי,ZIPPORI,23,עפולה,23,עפולה,9,עמק יזרעאל
584,זיקים,ZIQIM,61,אשקלון,61,אשקלון,36,חוף אשקלון
1213,צבעון,ZIV'ON,21,צפת,21,צפת,1,הגליל העליון
1150,צופר,ZOFAR,62,באר שבע,63,אילת,54,הערבה התיכונה
198,צופית,ZOFIT,42,פתח תקווה,47,כפר סבא,20,דרום השרון
1111,צופיה,ZOFIYYA,44,רחובות,44,רחובות,29,חבל יבנה
1136,צוחר,ZOHAR,62,באר שבע,62,באר שבע,38,אשכול
44,זוהר,ZOHAR,61,אשקלון,61,אשקלון,50,לכיש
567,צרעה,ZOR'A,11,ירושלים,13,בית שמש,26,מטה יהודה
465,צובה,ZOVA,11,ירושלים,13,בית שמש,26,מטה יהודה
3791,צופים,ZUFIN,73,טול כרם,42,פתח תקוה,72,שומרון
1113,צור הדסה,ZUR HADASSA,11,ירושלים,13,בית שמש,26,מטה יהודה
276,צור משה,ZUR MOSHE,41,השרון,41,נתניה,18,לב השרון
1148,צור נתן,ZUR NATAN,42,פתח תקווה,47,כפר סבא,20,דרום השרון
1345,צור יצחק,ZUR YIZHAQ,42,פתח תקווה,47,כפר סבא,20,דרום השרון
774,צוריאל,ZURI'EL,24,עכו,24,עכו,52,מעלה יוסף
1221,צורית,ZURIT,24,עכו,20,כרמיאל,56,משגב
1180,צביה,ZVIYYA,24,עכו,20,כרמיאל,56,משגב
3777,סנסנה,,,,62,באר שבע,78,הר חברון
1336,אירוס,,,,44,רחובות,27,גן רווה
1365,אליאב,,,,61,אשקלון,50,לכיש
1374,כרמי קטיף,,,,61,אשקלון,50,לכיש
1377,שבי דרום,,,,62,באר שבע,42,מרחבים
4035,נמרוד,,,,22,טבריה,71,גולן
3822,רחלים,,,,48,אריאל,72,שומרון
3823,גני מודיעין,,,,11,ירושלים,73,מטה בנימין
3824,עמיחי,,,,11,ירושלים,73,מטה בנימין
3825,מבואות יריחו,,,,11,ירושלים,75,ערבות הירדן
1378,שיזף,,,,62,באר שבע,48,רמת נגב